review,rating,date,bank,app_name,source,package_name,user_name,thumbs_up
Bill payment feature never works properly. Always shows server errors.,2,2025-01-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8050,7
Worst banking app experience! Constantly freezes and crashes. Hope they continue to improve.,2,2023-08-29,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9103,17
Unable to check account balance. App is unreliable and buggy.,1,2024-04-02,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7114,13
App keeps crashing when I try to make payments. Very frustrating!,2,2024-11-17,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4990,9
Fast money transfer feature is amazing. No more long queues at the bank!,4,2023-06-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4656,17
Very convenient for paying bills and checking account balance anytime.,2,2023-09-14,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7337,15
App works fine but could use some improvements in the user interface.,3,2024-08-27,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6993,1
Outdated interface and confusing navigation. Needs complete redesign. Update: Still having the same experience.,1,2024-07-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5827,12
Outdated interface and confusing navigation. Needs complete redesign.,2,2024-07-20,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8713,7
Perfect for daily banking needs. All features work as expected.,4,2024-04-23,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7791,18
"Bill payment feature never works properly. Always shows server errors. Comparing to other banks, this is my experience.",1,2024-07-05,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7135,8
Standard banking app with room for improvement in user experience.,3,2024-04-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3797,12
Fast money transfer feature is amazing. No more long queues at the bank! Update: Still having the same experience.,5,2023-10-28,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8497,0
Functional but not exceptional. Meets basic banking needs adequately.,3,2025-05-17,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7304,1
The app is okay for simple transactions but lacks advanced features.,3,2023-07-13,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2100,19
Regular banking app - works fine for checking balance and simple transfers.,3,2024-05-20,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7539,0
Love the new features. Makes banking so much easier than going to the branch.,4,2024-03-18,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8573,0
Basic functionality is there but the design could be more modern.,3,2025-03-16,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8893,13
Amazing app! Makes mobile banking incredibly easy and secure.,3,2024-04-16,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5299,14
Fast money transfer feature is amazing. No more long queues at the bank!,4,2024-11-28,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3423,1
Acceptable app performance though it could be faster and more responsive.,3,2024-01-01,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7444,16
Best banking app I've used. Transaction history is very clear and detailed.,4,2025-02-04,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2927,13
Best banking app I've used. Transaction history is very clear and detailed.,4,2024-07-27,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1857,0
Worst banking app experience! Constantly freezes and crashes.,2,2024-10-01,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6945,11
Functional but not exceptional. Meets basic banking needs adequately.,3,2025-03-17,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6268,16
Average mobile banking experience. Some features work better than others.,3,2025-01-25,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5765,0
App works fine but could use some improvements in the user interface.,3,2024-12-06,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9195,16
App works fine but could use some improvements in the user interface.,3,2023-10-26,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6317,4
Amazing app! Makes mobile banking incredibly easy and secure.,4,2025-04-20,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9493,18
Love the new features. Makes banking so much easier than going to the branch.,3,2025-02-19,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5872,1
Perfect for daily banking needs. All features work as expected.,4,2023-06-28,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5720,9
Quick and secure payments. The app works perfectly on my phone.,4,2025-01-20,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7511,2
Love the new features. Makes banking so much easier than going to the branch. Overall satisfied with the service.,4,2025-05-06,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8939,19
Fast money transfer feature is amazing. No more long queues at the bank! Overall satisfied with the service.,4,2025-02-04,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9914,3
Love the new features. Makes banking so much easier than going to the branch.,4,2025-05-16,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1610,14
Amazing app! Makes mobile banking incredibly easy and secure.,3,2024-01-06,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2032,0
Excellent mobile banking app! Very user-friendly interface and fast transactions. Overall satisfied with the service.,4,2024-01-07,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2264,7
"Best banking app I've used. Transaction history is very clear and detailed. Comparing to other banks, this is my experience.",4,2023-08-07,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4586,4
The app is okay for simple transactions but lacks advanced features.,3,2025-01-05,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3733,16
The app is stable and reliable. Never had any technical issues.,4,2024-11-27,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3822,4
Very slow loading times. Takes forever to complete simple transactions.,1,2023-11-17,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5008,17
Love the new features. Makes banking so much easier than going to the branch. Been using this app for months now.,5,2025-01-15,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8107,18
Quick and secure payments. The app works perfectly on my phone.,4,2023-07-21,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2513,9
Worst banking app experience! Constantly freezes and crashes. Hope they continue to improve.,2,2024-11-30,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2084,12
Bill payment feature never works properly. Always shows server errors.,2,2025-03-23,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4309,3
Love the new features. Makes banking so much easier than going to the branch.,4,2023-11-04,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6528,20
Very slow loading times. Takes forever to complete simple transactions.,2,2023-08-06,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8762,13
Cannot transfer money - app shows error messages constantly. Overall satisfied with the service.,1,2024-11-23,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3937,7
App works fine but could use some improvements in the user interface. Update: Still having the same experience.,3,2024-08-29,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3313,13
Best banking app I've used. Transaction history is very clear and detailed.,4,2024-01-09,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8338,6
Smooth and efficient. Customer support is very responsive. Overall satisfied with the service.,4,2025-01-18,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9265,11
Update: Login issues persist for weeks. Cannot access my account properly.,1,2024-05-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1246,19
Fast money transfer feature is amazing. No more long queues at the bank!,5,2024-05-18,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3176,10
"The app frequently logs me out during transactions. Needs major improvements. Comparing to other banks, this is my experience.",1,2025-04-17,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7373,0
Very convenient for paying bills and checking account balance anytime.,4,2024-05-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4172,1
Great user experience! The design is modern and intuitive.,4,2024-10-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3140,15
Unable to check account balance. App is unreliable and buggy. Hope they continue to improve.,1,2023-10-07,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4283,18
Outstanding customer service through the app. Highly recommended!,2,2025-05-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3544,15
Mixed experience - some features are good while others need work.,3,2023-09-03,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1779,17
Fast money transfer feature is amazing. No more long queues at the bank!,3,2024-06-22,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5287,7
Standard banking app with room for improvement in user experience.,3,2024-11-15,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4756,12
Standard banking app with room for improvement in user experience. Update: Still having the same experience.,3,2023-08-25,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4473,16
"Best banking app I've used. Transaction history is very clear and detailed. Comparing to other banks, this is my experience.",4,2024-06-28,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5636,12
Cannot transfer money - app shows error messages constantly.,2,2024-04-18,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9941,15
Excellent mobile banking app! Very user-friendly interface and fast transactions.,4,2024-12-14,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4873,11
Unable to check account balance. App is unreliable and buggy.,1,2024-11-09,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6488,16
Very convenient for paying bills and checking account balance anytime.,4,2023-10-14,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1411,1
Terrible user experience. The app is slow and unresponsive.,1,2024-11-28,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4777,18
Great user experience! The design is modern and intuitive. Been using this app for months now.,4,2023-06-27,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8014,8
Acceptable app performance though it could be faster and more responsive.,3,2023-11-01,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1912,12
Terrible user experience. The app is slow and unresponsive.,1,2025-04-18,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7962,12
App works as expected. Would like to see more payment options added.,3,2023-09-30,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5591,15
"Regular banking app - works fine for checking balance and simple transfers. Comparing to other banks, this is my experience.",3,2023-06-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4345,1
Fast money transfer feature is amazing. No more long queues at the bank!,5,2024-12-20,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7306,10
Love the new features. Makes banking so much easier than going to the branch.,4,2023-06-24,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5026,10
Decent banking app with basic features. Nothing special but gets the job done.,3,2025-02-17,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2532,0
Fast money transfer feature is amazing. No more long queues at the bank!,4,2023-07-02,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3495,17
Unable to check account balance. App is unreliable and buggy.,1,2023-06-14,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7917,7
Perfect for daily banking needs. All features work as expected.,4,2024-09-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9491,19
Best banking app I've used. Transaction history is very clear and detailed. Been using this app for months now.,4,2024-09-04,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5467,1
Update: Worst banking app experience! Constantly freezes and crashes. Overall satisfied with the service.,2,2024-05-23,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6384,15
Smooth and efficient. Customer support is very responsive.,3,2024-08-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5204,5
Excellent mobile banking app! Very user-friendly interface and fast transactions.,4,2024-04-17,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4447,7
"Best banking app I've used. Transaction history is very clear and detailed. Comparing to other banks, this is my experience.",5,2023-12-01,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7005,19
Fast money transfer feature is amazing. No more long queues at the bank! Been using this app for months now.,5,2025-01-21,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7954,19
Smooth and efficient. Customer support is very responsive.,4,2024-09-29,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1485,14
Quick and secure payments. The app works perfectly on my phone. Still my opinion.,4,2023-09-15,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7751,8
Security concerns - app doesn't feel safe for financial transactions.,1,2025-05-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4768,0
The app is okay for simple transactions but lacks advanced features. Hope they continue to improve.,3,2024-11-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5349,1
Outstanding customer service through the app. Highly recommended!,4,2024-08-25,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3186,5
App works fine but could use some improvements in the user interface.,3,2023-12-07,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1781,10
Amazing app! Makes mobile banking incredibly easy and secure.,3,2024-09-19,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2064,3
Perfect for daily banking needs. All features work as expected.,4,2024-09-10,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4767,3
App keeps crashing when I try to make payments. Very frustrating! Been using this app for months now.,2,2023-12-29,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8572,14
Outdated interface and confusing navigation. Needs complete redesign.,2,2025-03-22,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3839,7
Outstanding customer service through the app. Highly recommended!,4,2023-08-15,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2390,11
Love the new features. Makes banking so much easier than going to the branch. Hope they continue to improve.,4,2024-06-21,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3439,12
Love the new features. Makes banking so much easier than going to the branch.,4,2025-01-30,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4948,20
Very slow loading times. Takes forever to complete simple transactions.,2,2023-10-01,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4645,19
Smooth and efficient. Customer support is very responsive.,3,2024-12-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8333,20
Smooth and efficient. Customer support is very responsive.,5,2024-05-07,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9061,4
Mixed experience - some features are good while others need work.,3,2023-08-28,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9499,0
Decent banking app with basic features. Nothing special but gets the job done. Hope they continue to improve.,3,2023-09-19,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8178,14
Bill payment feature never works properly. Always shows server errors.,2,2023-12-19,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5016,16
Very convenient for paying bills and checking account balance anytime. Hope they continue to improve.,5,2025-03-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7293,20
Quick and secure payments. The app works perfectly on my phone. Update: Still having the same experience.,5,2025-02-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7212,9
Love the new features. Makes banking so much easier than going to the branch. Hope they continue to improve.,4,2023-06-13,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9504,14
Perfect for daily banking needs. All features work as expected.,4,2024-05-27,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2624,6
Amazing app! Makes mobile banking incredibly easy and secure. Hope they continue to improve.,4,2023-07-13,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5160,1
App works as expected. Would like to see more payment options added. Been using this app for months now.,3,2024-08-01,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1658,9
Quick and secure payments. The app works perfectly on my phone.,4,2024-12-27,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7352,3
Outstanding customer service through the app. Highly recommended!,2,2024-03-28,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1806,8
Best banking app I've used. Transaction history is very clear and detailed.,4,2024-07-28,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8336,14
"Functional but not exceptional. Meets basic banking needs adequately. Comparing to other banks, this is my experience.",3,2024-08-19,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8791,12
Fast money transfer feature is amazing. No more long queues at the bank! Hope they continue to improve.,4,2024-03-06,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6323,13
Smooth and efficient. Customer support is very responsive.,4,2023-12-02,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7139,13
The app frequently logs me out during transactions. Needs major improvements.,2,2025-03-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5582,0
Perfect for daily banking needs. All features work as expected.,2,2024-11-27,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8045,20
Smooth and efficient. Customer support is very responsive.,4,2023-07-17,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5115,17
"The app frequently logs me out during transactions. Needs major improvements. Comparing to other banks, this is my experience.",2,2024-01-08,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5330,10
The app frequently logs me out during transactions. Needs major improvements.,1,2023-12-17,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7239,13
Mixed experience - some features are good while others need work.,3,2024-06-30,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2146,13
Basic functionality is there but the design could be more modern.,3,2024-06-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5349,8
Outstanding customer service through the app. Highly recommended! Hope they continue to improve.,4,2025-02-15,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8553,13
Ordinary mobile banking experience. Nothing outstanding but functional.,3,2024-11-21,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8105,19
Fast money transfer feature is amazing. No more long queues at the bank!,4,2023-08-19,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8865,7
Quick and secure payments. The app works perfectly on my phone.,5,2023-08-20,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9434,8
Love the new features. Makes banking so much easier than going to the branch. Update: Still having the same experience.,5,2024-09-19,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8942,3
Outstanding customer service through the app. Highly recommended!,5,2024-10-02,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1777,9
Best banking app I've used. Transaction history is very clear and detailed.,2,2024-09-21,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8179,18
Average mobile banking experience. Some features work better than others.,3,2024-10-02,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5752,3
The app frequently logs me out during transactions. Needs major improvements. Still my opinion.,1,2023-12-21,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1155,3
Very convenient for paying bills and checking account balance anytime.,4,2024-05-13,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7173,20
Love the new features. Makes banking so much easier than going to the branch. Hope they continue to improve.,4,2024-05-24,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4640,12
App keeps crashing when I try to make payments. Very frustrating! Overall satisfied with the service.,2,2025-01-30,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4084,10
"Very convenient for paying bills and checking account balance anytime. Comparing to other banks, this is my experience.",4,2024-01-14,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1300,5
Terrible user experience. The app is slow and unresponsive.,2,2023-12-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3676,12
Unable to check account balance. App is unreliable and buggy.,1,2023-11-06,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4354,1
Ordinary mobile banking experience. Nothing outstanding but functional.,3,2023-06-17,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7391,0
Standard banking app with room for improvement in user experience.,3,2025-01-03,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3939,5
Bill payment feature never works properly. Always shows server errors.,2,2024-03-16,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3964,12
Quick and secure payments. The app works perfectly on my phone. Hope they continue to improve.,4,2023-10-31,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9316,6
Excellent mobile banking app! Very user-friendly interface and fast transactions.,4,2024-05-23,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9091,8
Outstanding customer service through the app. Highly recommended!,4,2023-11-14,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7615,15
Worst banking app experience! Constantly freezes and crashes. Hope they continue to improve.,2,2024-03-02,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1391,14
App works as expected. Would like to see more payment options added.,3,2024-09-26,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1275,6
Love the new features. Makes banking so much easier than going to the branch.,4,2024-10-06,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3469,6
App keeps crashing when I try to make payments. Very frustrating! Been using this app for months now.,1,2024-02-15,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1792,19
App works as expected. Would like to see more payment options added.,3,2024-05-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3281,19
Perfect for daily banking needs. All features work as expected. Hope they continue to improve.,4,2024-10-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1409,17
Ordinary mobile banking experience. Nothing outstanding but functional. Still my opinion.,3,2024-09-01,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7404,20
Excellent mobile banking app! Very user-friendly interface and fast transactions.,4,2023-10-05,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7801,3
App keeps crashing when I try to make payments. Very frustrating!,2,2024-10-23,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8147,4
"Worst banking app experience! Constantly freezes and crashes. Comparing to other banks, this is my experience.",2,2024-01-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9600,7
Bill payment feature never works properly. Always shows server errors.,2,2024-12-20,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8088,4
Bill payment feature never works properly. Always shows server errors. Overall satisfied with the service.,2,2023-08-31,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1746,6
Security concerns - app doesn't feel safe for financial transactions.,2,2024-03-22,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7049,19
Security concerns - app doesn't feel safe for financial transactions.,2,2025-02-10,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4443,7
Best banking app I've used. Transaction history is very clear and detailed. Update: Still having the same experience.,4,2024-02-14,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3257,5
Best banking app I've used. Transaction history is very clear and detailed. Update: Still having the same experience.,4,2024-10-01,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7369,6
Best banking app I've used. Transaction history is very clear and detailed.,5,2024-12-22,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6839,0
