review,rating,date,bank,source,review_length,word_count,rating_category,sentiment_polarity,year,month,vader_compound,vader_positive,vader_neutral,vader_negative,vader_label,textblob_polarity,textblob_subjectivity,textblob_label,distilbert_positive,distilbert_negative,distilbert_label,distilbert_confidence,ensemble_label,ensemble_confidence
"The app frequently logs me out during transactions. Needs major improvements. Comparing to other banks, this is my experience. Still my opinion.",1,2025-02-07,Bank of Abyssinia,Google Play,144,22,Very Poor,Negative,2025,2,0.3804,0.11,0.89,0.0,Positive,0.012500000000000002,0.39166666666666666,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Smooth and efficient. Customer support is very responsive. Overall satisfied with the service.,5,2023-07-06,Bank of Abyssinia,Google Play,94,13,Excellent,Positive,2023,7,0.8849,0.558,0.442,0.0,Positive,0.275,0.45,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
The app is okay for simple transactions but lacks advanced features. Overall satisfied with the service.,3,2023-10-30,Bank of Abyssinia,Google Play,104,16,Average,Neutral,2023,10,0.7684,0.37,0.63,0.0,Positive,0.27999999999999997,0.49142857142857144,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
"Very convenient for paying bills and checking account balance anytime. Comparing to other banks, this is my experience.",4,2023-12-23,Bank of Abyssinia,Google Play,119,18,Good,Positive,2023,12,0.0,0.0,1.0,0.0,Neutral,0.037500000000000006,0.3375,Neutral,0.0,0.0,Neutral,0.0,Neutral,1.0
The app frequently logs me out during transactions. Needs major improvements.,2,2024-05-13,Bank of Abyssinia,Google Play,77,11,Poor,Negative,2024,5,0.3804,0.206,0.794,0.0,Positive,0.08125,0.4,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Smooth and efficient. Customer support is very responsive. Update Still having the same experience.,5,2023-06-29,Bank of Abyssinia,Google Play,99,14,Excellent,Positive,2023,6,0.807,0.43,0.57,0.0,Positive,0.20000000000000004,0.30833333333333335,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Worst banking app experience! Constantly freezes and crashes.,2,2023-07-12,Bank of Abyssinia,Google Play,61,8,Poor,Negative,2023,7,-0.6696,0.0,0.522,0.478,Negative,-0.5,0.6666666666666666,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Very convenient for paying bills and checking account balance anytime. Been using this app for months now.,5,2025-02-04,Bank of Abyssinia,Google Play,106,17,Excellent,Positive,2025,2,0.0,0.0,1.0,0.0,Neutral,0.2,0.3,Positive,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Basic functionality is there but the design could be more modern.,3,2024-12-31,Bank of Abyssinia,Google Play,65,11,Average,Neutral,2024,12,0.0,0.0,1.0,0.0,Neutral,0.2333333333333333,0.30833333333333335,Positive,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Functional but not exceptional. Meets basic banking needs adequately. Been using this app for months now. Still my opinion.,3,2023-09-09,Bank of Abyssinia,Google Play,123,19,Average,Neutral,2023,9,0.0,0.0,1.0,0.0,Neutral,0.0,0.4861111111111111,Neutral,0.0,0.0,Neutral,0.0,Neutral,1.0
Love the new features. Makes banking so much easier than going to the branch. Update Still having the same experience.,4,2025-05-14,Bank of Abyssinia,Google Play,118,20,Good,Positive,2025,5,0.8062,0.288,0.712,0.0,Positive,0.2090909090909091,0.3448863636363636,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Worst banking app experience! Constantly freezes and crashes. Overall satisfied with the service.,1,2023-10-24,Bank of Abyssinia,Google Play,97,13,Very Poor,Negative,2023,10,-0.4003,0.153,0.547,0.3,Negative,-0.125,0.5833333333333333,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Smooth and efficient. Customer support is very responsive. Hope they continue to improve.,4,2024-11-27,Bank of Abyssinia,Google Play,89,13,Good,Positive,2024,11,0.9242,0.642,0.358,0.0,Positive,0.30000000000000004,0.4,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Unable to check account balance. App is unreliable and buggy. Been using this app for months now.,2,2025-05-09,Bank of Abyssinia,Google Play,97,17,Poor,Negative,2025,5,0.0,0.0,1.0,0.0,Neutral,-0.5,0.5,Negative,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Login issues persist for weeks. Cannot access my account properly. Hope they continue to improve.,1,2024-06-02,Bank of Abyssinia,Google Play,97,15,Very Poor,Negative,2024,6,0.7003,0.309,0.691,0.0,Positive,0.0,0.1,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
App keeps crashing when I try to make payments. Very frustrating! Hope they continue to improve.,1,2024-10-26,Bank of Abyssinia,Google Play,96,16,Very Poor,Negative,2024,10,0.4901,0.282,0.576,0.142,Positive,-0.65,1.0,Negative,0.0,0.0,Neutral,0.0,Positive,0.3333333333333333
"App works fine but could use some improvements in the user interface. Comparing to other banks, this is my experience. Posting again to emphasize.",3,2024-05-26,Bank of Abyssinia,Google Play,146,24,Average,Neutral,2024,5,0.5187,0.165,0.835,0.0,Positive,0.14583333333333334,0.4375,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Cannot transfer money - app shows error messages constantly.,1,2024-08-08,Bank of Abyssinia,Google Play,60,9,Very Poor,Negative,2024,8,-0.4019,0.0,0.748,0.252,Negative,0.0,0.3333333333333333,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
The app is okay for simple transactions but lacks advanced features. Been using this app for months now.,3,2024-11-09,Bank of Abyssinia,Google Play,104,18,Average,Neutral,2024,11,0.4497,0.198,0.802,0.0,Positive,0.3,0.48571428571428577,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
"Love the new features. Makes banking so much easier than going to the branch. Comparing to other banks, this is my experience.",4,2023-12-06,Bank of Abyssinia,Google Play,126,22,Good,Positive,2023,12,0.8062,0.267,0.733,0.0,Positive,0.1778409090909091,0.4073863636363636,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Standard banking app with room for improvement in user experience. Hope they continue to improve.,3,2024-02-06,Bank of Abyssinia,Google Play,97,15,Average,Neutral,2024,2,0.8316,0.423,0.577,0.0,Positive,0.0,0.0,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Login issues persist for weeks. Cannot access my account properly. Overall satisfied with the service.,2,2025-02-28,Bank of Abyssinia,Google Play,102,15,Poor,Negative,2025,2,0.4215,0.167,0.833,0.0,Positive,0.25,0.5,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Update Perfect for daily banking needs. All features work as expected.,4,2023-09-25,Bank of Abyssinia,Google Play,70,11,Good,Positive,2023,9,0.5719,0.27,0.73,0.0,Positive,0.3,0.4666666666666666,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Best banking app I ve used. Transaction history is very clear and detailed. Hope they continue to improve.,4,2023-07-03,Bank of Abyssinia,Google Play,106,18,Good,Positive,2023,7,0.9168,0.479,0.521,0.0,Positive,0.5099999999999999,0.5161111111111111,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Decent banking app with basic features. Nothing special but gets the job done.,3,2024-07-28,Bank of Abyssinia,Google Play,78,13,Average,Neutral,2024,7,-0.1603,0.0,0.88,0.12,Negative,0.17460317460317462,0.45436507936507936,Positive,0.0,0.0,Neutral,0.0,Negative,0.3333333333333333
Unable to check account balance. App is unreliable and buggy. Update Still having the same experience.,2,2023-08-22,Bank of Abyssinia,Google Play,102,16,Poor,Negative,2023,8,0.0,0.0,1.0,0.0,Neutral,-0.25,0.3125,Negative,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
The app is stable and reliable. Never had any technical issues. Overall satisfied with the service.,5,2025-03-18,Bank of Abyssinia,Google Play,99,16,Excellent,Positive,2025,3,0.6124,0.263,0.737,0.0,Positive,0.16666666666666666,0.3666666666666667,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Mixed experience - some features are good while others need work. Still my opinion.,3,2025-04-18,Bank of Abyssinia,Google Play,83,14,Average,Neutral,2025,4,0.4404,0.182,0.818,0.0,Positive,0.35,0.42500000000000004,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
"Best banking app I ve used. Transaction history is very clear and detailed. Comparing to other banks, this is my experience.",4,2024-11-29,Bank of Abyssinia,Google Play,124,21,Good,Positive,2024,11,0.796,0.272,0.728,0.0,Positive,0.35124999999999995,0.48083333333333333,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
"Unable to check account balance. App is unreliable and buggy. Comparing to other banks, this is my experience.",1,2023-06-26,Bank of Abyssinia,Google Play,110,18,Very Poor,Negative,2023,6,0.0,0.0,1.0,0.0,Neutral,-0.3125,0.4375,Negative,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
"The app is stable and reliable. Never had any technical issues. Comparing to other banks, this is my experience.",5,2024-12-28,Bank of Abyssinia,Google Play,112,19,Excellent,Positive,2024,12,0.296,0.109,0.891,0.0,Positive,-0.0625,0.2375,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Fast money transfer feature is amazing. No more long queues at the bank! Been using this app for months now.,5,2023-08-31,Bank of Abyssinia,Google Play,108,20,Excellent,Positive,2023,8,0.4389,0.168,0.741,0.091,Positive,0.12187500000000001,0.6,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Ordinary mobile banking experience. Nothing outstanding but functional. Update Still having the same experience.,3,2023-10-31,Bank of Abyssinia,Google Play,112,14,Average,Neutral,2023,10,-0.2755,0.0,0.86,0.14,Negative,0.08333333333333333,0.5,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
"Excellent mobile banking app! Very user-friendly interface and fast transactions. Comparing to other banks, this is my experience.",4,2024-09-08,Bank of Abyssinia,Google Play,130,18,Good,Positive,2024,9,0.6114,0.19,0.81,0.0,Positive,0.31875,0.56875,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
App works as expected. Would like to see more payment options added.,3,2024-03-23,Bank of Abyssinia,Google Play,68,12,Average,Neutral,2024,3,0.3612,0.185,0.815,0.0,Positive,0.2,0.45,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Quick and secure payments. The app works perfectly on my phone. Update Still having the same experience. Posting again to emphasize.,5,2023-07-16,Bank of Abyssinia,Google Play,132,21,Excellent,Positive,2023,7,0.765,0.258,0.742,0.0,Positive,0.43333333333333335,0.55625,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
"Terrible user experience. The app is slow and unresponsive. Comparing to other banks, this is my experience.",1,2025-05-21,Bank of Abyssinia,Google Play,108,17,Very Poor,Negative,2025,5,-0.4767,0.0,0.838,0.162,Negative,-0.47500000000000003,0.5916666666666667,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Very convenient for paying bills and checking account balance anytime. Still my opinion.,5,2024-09-20,Bank of Abyssinia,Google Play,88,13,Excellent,Positive,2024,9,0.0,0.0,1.0,0.0,Neutral,0.2,0.3,Positive,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Update Outstanding customer service through the app. Highly recommended!,4,2023-10-16,Bank of Abyssinia,Google Play,72,9,Good,Positive,2023,10,0.7495,0.477,0.523,0.0,Positive,0.35,0.7075,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Worst banking app experience! Constantly freezes and crashes. Hope they continue to improve.,2,2023-08-29,Bank of Abyssinia,Google Play,92,13,Poor,Negative,2023,8,0.2244,0.3,0.444,0.256,Positive,-0.5,0.6666666666666666,Negative,0.0,0.0,Neutral,0.0,Positive,0.3333333333333333
Outdated interface and confusing navigation. Needs complete redesign. Update Still having the same experience.,1,2024-07-12,Bank of Abyssinia,Google Play,110,14,Very Poor,Negative,2024,7,-0.2263,0.0,0.872,0.128,Negative,-0.15000000000000002,0.3895833333333334,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Fast money transfer feature is amazing. No more long queues at the bank! Update Still having the same experience.,5,2023-10-28,Bank of Abyssinia,Google Play,113,19,Excellent,Positive,2023,10,0.4389,0.176,0.73,0.094,Positive,0.0975,0.505,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Love the new features. Makes banking so much easier than going to the branch. Overall satisfied with the service.,4,2025-05-06,Bank of Abyssinia,Google Play,113,19,Good,Positive,2025,5,0.8773,0.386,0.614,0.0,Positive,0.2672727272727273,0.45090909090909087,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Excellent mobile banking app! Very user-friendly interface and fast transactions. Overall satisfied with the service.,4,2024-01-07,Bank of Abyssinia,Google Play,117,15,Good,Positive,2024,1,0.7777,0.343,0.657,0.0,Positive,0.38,0.58,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Cannot transfer money - app shows error messages constantly. Overall satisfied with the service.,1,2024-11-23,Bank of Abyssinia,Google Play,96,14,Very Poor,Negative,2024,11,0.0258,0.16,0.686,0.154,Neutral,0.25,0.5,Positive,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Update Login issues persist for weeks. Cannot access my account properly.,1,2024-05-12,Bank of Abyssinia,Google Play,73,11,Very Poor,Negative,2024,5,0.0,0.0,1.0,0.0,Neutral,0.0,0.1,Neutral,0.0,0.0,Neutral,0.0,Neutral,1.0
"The app frequently logs me out during transactions. Needs major improvements. Comparing to other banks, this is my experience.",1,2025-04-17,Bank of Abyssinia,Google Play,126,19,Very Poor,Negative,2025,4,0.3804,0.126,0.874,0.0,Positive,0.012500000000000002,0.39166666666666666,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Unable to check account balance. App is unreliable and buggy. Hope they continue to improve.,1,2023-10-07,Bank of Abyssinia,Google Play,92,15,Very Poor,Negative,2023,10,0.7003,0.309,0.691,0.0,Positive,-0.5,0.5,Negative,0.0,0.0,Neutral,0.0,Positive,0.3333333333333333
Standard banking app with room for improvement in user experience. Update Still having the same experience.,3,2023-08-25,Bank of Abyssinia,Google Play,107,16,Average,Neutral,2023,8,0.4588,0.167,0.833,0.0,Positive,0.0,0.0625,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
"Regular banking app - works fine for checking balance and simple transfers. Comparing to other banks, this is my experience.",3,2023-06-11,Bank of Abyssinia,Google Play,124,20,Average,Neutral,2023,6,0.2023,0.087,0.913,0.0,Positive,0.07291666666666667,0.3272664835164835,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Best banking app I ve used. Transaction history is very clear and detailed. Been using this app for months now.,4,2024-09-04,Bank of Abyssinia,Google Play,111,20,Good,Positive,2024,9,0.796,0.283,0.717,0.0,Positive,0.5099999999999999,0.5161111111111111,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Update Worst banking app experience! Constantly freezes and crashes. Overall satisfied with the service.,2,2024-05-23,Bank of Abyssinia,Google Play,104,14,Poor,Negative,2024,5,-0.4003,0.145,0.57,0.285,Negative,-0.125,0.5833333333333333,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Quick and secure payments. The app works perfectly on my phone. Still my opinion.,4,2023-09-15,Bank of Abyssinia,Google Play,81,14,Good,Positive,2023,9,0.765,0.355,0.645,0.0,Positive,0.5777777777777778,0.7000000000000001,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
The app is okay for simple transactions but lacks advanced features. Hope they continue to improve.,3,2024-11-12,Bank of Abyssinia,Google Play,99,16,Average,Neutral,2024,11,0.8922,0.493,0.507,0.0,Positive,0.3,0.48571428571428577,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Love the new features. Makes banking so much easier than going to the branch. Hope they continue to improve.,4,2024-06-21,Bank of Abyssinia,Google Play,108,19,Good,Positive,2024,6,0.9198,0.466,0.534,0.0,Positive,0.2787878787878788,0.41818181818181815,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Quick and secure payments. The app works perfectly on my phone. Update Still having the same experience.,5,2025-02-11,Bank of Abyssinia,Google Play,104,17,Excellent,Positive,2025,2,0.765,0.306,0.694,0.0,Positive,0.43333333333333335,0.55625,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
App works as expected. Would like to see more payment options added. Been using this app for months now.,3,2024-08-01,Bank of Abyssinia,Google Play,104,19,Average,Neutral,2024,8,0.3612,0.122,0.878,0.0,Positive,0.2,0.45,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Outstanding customer service through the app. Highly recommended! Hope they continue to improve.,4,2025-02-15,Bank of Abyssinia,Google Play,96,13,Good,Positive,2025,2,0.9093,0.581,0.419,0.0,Positive,0.35,0.7075,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
The app frequently logs me out during transactions. Needs major improvements. Still my opinion.,1,2023-12-21,Bank of Abyssinia,Google Play,95,14,Very Poor,Negative,2023,12,0.3804,0.166,0.834,0.0,Positive,0.08125,0.4,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
App keeps crashing when I try to make payments. Very frustrating! Overall satisfied with the service.,2,2025-01-30,Bank of Abyssinia,Google Play,101,16,Poor,Negative,2025,1,-0.1081,0.149,0.681,0.17,Negative,-0.05000000000000001,0.6666666666666666,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Quick and secure payments. The app works perfectly on my phone. Hope they continue to improve.,4,2023-10-31,Bank of Abyssinia,Google Play,94,16,Good,Positive,2023,10,0.9081,0.508,0.492,0.0,Positive,0.5777777777777778,0.7000000000000001,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Perfect for daily banking needs. All features work as expected. Hope they continue to improve.,4,2024-10-11,Bank of Abyssinia,Google Play,94,15,Good,Positive,2024,10,0.8591,0.442,0.558,0.0,Positive,0.3,0.4666666666666666,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Ordinary mobile banking experience. Nothing outstanding but functional. Still my opinion.,3,2024-09-01,Bank of Abyssinia,Google Play,89,11,Average,Neutral,2024,9,-0.2755,0.0,0.826,0.174,Negative,0.125,0.6875,Positive,0.0,0.0,Neutral,0.0,Negative,0.3333333333333333
"Worst banking app experience! Constantly freezes and crashes. Comparing to other banks, this is my experience.",2,2024-01-11,Bank of Abyssinia,Google Play,110,16,Poor,Negative,2024,1,-0.6696,0.0,0.718,0.282,Negative,-0.375,0.5694444444444444,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Bill payment feature never works properly. Always shows server errors. Overall satisfied with the service.,2,2023-08-31,Bank of Abyssinia,Google Play,106,15,Poor,Negative,2023,8,0.1027,0.154,0.714,0.132,Positive,0.16666666666666666,0.3666666666666667,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Best banking app I ve used. Transaction history is very clear and detailed. Update Still having the same experience.,4,2024-02-14,Bank of Abyssinia,Google Play,116,19,Good,Positive,2024,2,0.796,0.294,0.706,0.0,Positive,0.38249999999999995,0.41833333333333333,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
App works as expected. Would like to see more payment options added. Update Still having the same experience.,3,2023-11-16,Bank of Abyssinia,Google Play,109,18,Average,Neutral,2023,11,0.3612,0.128,0.872,0.0,Positive,0.13333333333333333,0.3416666666666666,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Security concerns - app doesn t feel safe for financial transactions. Hope they continue to improve.,1,2024-02-26,Bank of Abyssinia,Google Play,100,16,Very Poor,Negative,2024,2,0.8779,0.481,0.519,0.0,Positive,0.25,0.25,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
The app is stable and reliable. Never had any technical issues. Been using this app for months now.,4,2024-06-01,Bank of Abyssinia,Google Play,99,18,Good,Positive,2024,6,0.296,0.115,0.885,0.0,Positive,0.0,0.1,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Login issues persist for weeks. Cannot access my account properly. Still my opinion.,1,2024-12-10,Bank of Abyssinia,Google Play,84,13,Very Poor,Negative,2024,12,0.0,0.0,1.0,0.0,Neutral,0.0,0.1,Neutral,0.0,0.0,Neutral,0.0,Neutral,1.0
Update Decent banking app with basic features. Nothing special but gets the job done.,3,2025-01-09,Bank of Abyssinia,Google Play,85,14,Average,Neutral,2025,1,-0.1603,0.0,0.889,0.111,Negative,0.17460317460317462,0.45436507936507936,Positive,0.0,0.0,Neutral,0.0,Negative,0.3333333333333333
Perfect for daily banking needs. All features work as expected. Update Still having the same experience.,5,2024-07-23,Bank of Abyssinia,Google Play,104,16,Excellent,Positive,2024,7,0.5719,0.198,0.802,0.0,Positive,0.225,0.38125,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Average mobile banking experience. Some features work better than others. Overall satisfied with the service.,3,2024-01-01,Bank of Abyssinia,Google Play,109,15,Average,Neutral,2024,1,0.6908,0.305,0.695,0.0,Positive,0.2125,0.475,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Smooth and efficient. Customer support is very responsive.,5,2025-01-18,Dashen Bank,Google Play,58,8,Excellent,Positive,2025,1,0.807,0.624,0.376,0.0,Positive,0.30000000000000004,0.4,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Poor customer service. No response to my complaints about app errors.,2,2025-01-21,Dashen Bank,Google Play,69,11,Poor,Negative,2025,1,-0.8555,0.0,0.402,0.598,Negative,-0.4,0.6,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Very convenient for paying bills and checking account balance anytime.,4,2025-02-11,Dashen Bank,Google Play,70,10,Good,Positive,2025,2,0.0,0.0,1.0,0.0,Neutral,0.2,0.3,Positive,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Regular banking app - works fine for checking balance and simple transfers. Been using this app for months now.,3,2023-07-01,Dashen Bank,Google Play,111,19,Average,Neutral,2023,7,0.2023,0.091,0.909,0.0,Positive,0.1388888888888889,0.31135531135531136,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
The app is stable and reliable. Never had any technical issues.,4,2024-10-10,Dashen Bank,Google Play,63,11,Good,Positive,2024,10,0.296,0.18,0.82,0.0,Positive,0.0,0.1,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Decent banking app with basic features. Nothing special but gets the job done. Update Still having the same experience.,3,2024-05-05,Dashen Bank,Google Play,119,19,Average,Neutral,2024,5,-0.1603,0.0,0.917,0.083,Negative,0.13095238095238096,0.37202380952380953,Positive,0.0,0.0,Neutral,0.0,Negative,0.3333333333333333
Amazing app! Makes mobile banking incredibly easy and secure.,4,2024-12-01,Dashen Bank,Google Play,61,9,Good,Positive,2024,12,0.8735,0.624,0.376,0.0,Positive,0.5277777777777778,0.7777777777777778,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Functional but not exceptional. Meets basic banking needs adequately.,3,2025-01-14,Dashen Bank,Google Play,69,9,Average,Neutral,2025,1,0.0,0.0,1.0,0.0,Neutral,0.0,0.4861111111111111,Neutral,0.0,0.0,Neutral,0.0,Neutral,1.0
Poor customer service. No response to my complaints about app errors. Update Still having the same experience.,2,2023-10-17,Dashen Bank,Google Play,110,17,Poor,Negative,2023,10,-0.8555,0.0,0.556,0.444,Negative,-0.2,0.3625,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Quick and secure payments. The app works perfectly on my phone.,2,2025-05-12,Dashen Bank,Google Play,63,11,Poor,Negative,2025,5,0.765,0.423,0.577,0.0,Positive,0.5777777777777778,0.7000000000000001,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Perfect for daily banking needs. All features work as expected.,4,2025-02-17,Dashen Bank,Google Play,63,10,Good,Positive,2025,2,0.5719,0.291,0.709,0.0,Positive,0.3,0.4666666666666666,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Fast money transfer feature is amazing. No more long queues at the bank!,5,2023-09-19,Dashen Bank,Google Play,72,13,Excellent,Positive,2023,9,0.4389,0.237,0.636,0.127,Positive,0.12187500000000001,0.6,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
"Acceptable app performance though it could be faster and more responsive. Comparing to other banks, this is my experience.",3,2025-04-10,Dashen Bank,Google Play,122,19,Average,Neutral,2025,4,0.624,0.231,0.769,0.0,Positive,0.1875,0.4375,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Functional but not exceptional. Meets basic banking needs adequately. Update Still having the same experience.,3,2024-01-22,Dashen Bank,Google Play,110,15,Average,Neutral,2024,1,0.0,0.0,1.0,0.0,Neutral,0.0,0.3958333333333333,Neutral,0.0,0.0,Neutral,0.0,Neutral,1.0
Security concerns - app doesn t feel safe for financial transactions.,2,2024-08-04,Dashen Bank,Google Play,69,11,Poor,Negative,2024,8,0.6486,0.371,0.629,0.0,Positive,0.25,0.25,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
App keeps crashing when I try to make payments. Very frustrating! Hope they continue to improve.,2,2024-08-03,Dashen Bank,Google Play,96,16,Poor,Negative,2024,8,0.4901,0.282,0.576,0.142,Positive,-0.65,1.0,Negative,0.0,0.0,Neutral,0.0,Positive,0.3333333333333333
Functional but not exceptional. Meets basic banking needs adequately. Overall satisfied with the service.,3,2024-07-06,Dashen Bank,Google Play,105,14,Average,Neutral,2024,7,0.5719,0.222,0.778,0.0,Positive,0.04166666666666667,0.53125,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Login issues persist for weeks. Cannot access my account properly.,1,2024-03-15,Dashen Bank,Google Play,66,10,Very Poor,Negative,2024,3,0.0,0.0,1.0,0.0,Neutral,0.0,0.1,Neutral,0.0,0.0,Neutral,0.0,Neutral,1.0
Great user experience! The design is modern and intuitive.,5,2023-11-02,Dashen Bank,Google Play,58,9,Excellent,Positive,2023,11,0.6588,0.354,0.646,0.0,Positive,0.6,0.525,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Love the new features. Makes banking so much easier than going to the branch. Hope they continue to improve.,4,2025-04-24,Dashen Bank,Google Play,108,19,Good,Positive,2025,4,0.9198,0.466,0.534,0.0,Positive,0.2787878787878788,0.41818181818181815,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Excellent mobile banking app! Very user-friendly interface and fast transactions. Been using this app for months now.,4,2024-07-20,Dashen Bank,Google Play,117,17,Good,Positive,2024,7,0.6114,0.2,0.8,0.0,Positive,0.4666666666666666,0.6333333333333333,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
App works fine but could use some improvements in the user interface.,3,2024-10-31,Dashen Bank,Google Play,69,12,Average,Neutral,2024,10,0.5187,0.303,0.697,0.0,Positive,0.4166666666666667,0.5,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Very slow loading times. Takes forever to complete simple transactions. Been using this app for months now.,1,2024-01-18,Dashen Bank,Google Play,107,17,Very Poor,Negative,2024,1,0.0,0.0,1.0,0.0,Neutral,-0.09666666666666668,0.4257142857142857,Neutral,0.0,0.0,Neutral,0.0,Neutral,1.0
Excellent mobile banking app! Very user-friendly interface and fast transactions. Overall satisfied with the service.,4,2025-01-18,Dashen Bank,Google Play,117,15,Good,Positive,2025,1,0.7777,0.343,0.657,0.0,Positive,0.38,0.58,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Outstanding customer service through the app. Highly recommended! Overall satisfied with the service.,4,2025-05-21,Dashen Bank,Google Play,101,13,Good,Positive,2025,5,0.8573,0.486,0.514,0.0,Positive,0.3,0.60375,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
