review,rating,date,bank,source,review_length,word_count,rating_category,sentiment_polarity,year,month
Decent banking app with basic features. Nothing special but gets the job done. Hope they continue to improve.,3,2025-04-22,Dashen Bank,Google Play,109,18,Average,Neutral,2025,4
Unable to check account balance. App is unreliable and buggy. Been using this app for months now.,2,2024-07-04,Dashen Bank,Google Play,97,17,Poor,Negative,2024,7
The app is okay for simple transactions but lacks advanced features. Still my opinion.,3,2024-08-15,Dashen Bank,Google Play,86,14,Average,Neutral,2024,8
Ordinary mobile banking experience. Nothing outstanding but functional.,3,2023-12-25,Dashen Bank,Google Play,71,8,Average,Neutral,2023,12
Terrible user experience. The app is slow and unresponsive. Update Still having the same experience.,2,2023-10-22,Dashen Bank,Google Play,100,15,Poor,Negative,2023,10
Average mobile banking experience. Some features work better than others. Update Still having the same experience.,3,2025-02-14,Dashen Bank,Google Play,114,16,Average,Neutral,2025,2
"Outdated interface and confusing navigation. Needs complete redesign. Comparing to other banks, this is my experience.",2,2024-08-04,Dashen Bank,Google Play,118,16,Poor,Negative,2024,8
Perfect for daily banking needs. All features work as expected. Hope they continue to improve.,4,2024-05-28,Dashen Bank,Google Play,94,15,Good,Positive,2024,5
"Great user experience! The design is modern and intuitive. Comparing to other banks, this is my experience.",5,2024-11-06,Dashen Bank,Google Play,107,17,Excellent,Positive,2024,11
Average mobile banking experience. Some features work better than others. Hope they continue to improve.,3,2025-03-17,Dashen Bank,Google Play,104,15,Average,Neutral,2025,3
Acceptable app performance though it could be faster and more responsive. Hope they continue to improve.,3,2024-05-21,Dashen Bank,Google Play,104,16,Average,Neutral,2024,5
Outdated interface and confusing navigation. Needs complete redesign. Overall satisfied with the service.,1,2025-04-29,Dashen Bank,Google Play,105,13,Very Poor,Negative,2025,4
Update Login issues persist for weeks. Cannot access my account properly.,2,2025-05-12,Dashen Bank,Google Play,73,11,Poor,Negative,2025,5
Very convenient for paying bills and checking account balance anytime. Overall satisfied with the service.,5,2024-06-13,Dashen Bank,Google Play,106,15,Excellent,Positive,2024,6
Update Love the new features. Makes banking so much easier than going to the branch.,4,2024-09-27,Dashen Bank,Google Play,84,15,Good,Positive,2024,9
The app frequently logs me out during transactions. Needs major improvements. Hope they continue to improve.,1,2024-06-25,Dashen Bank,Google Play,108,16,Very Poor,Negative,2024,6
App keeps crashing when I try to make payments. Very frustrating! Overall satisfied with the service.,2,2025-05-14,Dashen Bank,Google Play,101,16,Poor,Negative,2025,5
"Security concerns - app doesn t feel safe for financial transactions. Comparing to other banks, this is my experience.",2,2024-06-04,Dashen Bank,Google Play,118,19,Poor,Negative,2024,6
Very slow loading times. Takes forever to complete simple transactions. Overall satisfied with the service.,2,2024-03-30,Dashen Bank,Google Play,107,15,Poor,Negative,2024,3
App works fine but could use some improvements in the user interface. Update Still having the same experience.,3,2023-09-21,Dashen Bank,Google Play,110,18,Average,Neutral,2023,9
Very convenient for paying bills and checking account balance anytime. Update Still having the same experience.,4,2023-07-15,Dashen Bank,Google Play,111,16,Good,Positive,2023,7
"App works as expected. Would like to see more payment options added. Comparing to other banks, this is my experience.",3,2024-07-26,Dashen Bank,Google Play,117,20,Average,Neutral,2024,7
App works as expected. Would like to see more payment options added. Hope they continue to improve.,3,2023-10-09,Dashen Bank,Google Play,99,17,Average,Neutral,2023,10
"Terrible user experience. The app is slow and unresponsive. Comparing to other banks, this is my experience.",2,2025-01-26,Dashen Bank,Google Play,108,17,Poor,Negative,2025,1
The app is stable and reliable. Never had any technical issues. Overall satisfied with the service.,4,2025-05-24,Dashen Bank,Google Play,99,16,Good,Positive,2025,5
Quick and secure payments. The app works perfectly on my phone. Hope they continue to improve.,4,2024-12-28,Dashen Bank,Google Play,94,16,Good,Positive,2024,12
App works fine but could use some improvements in the user interface. Overall satisfied with the service.,3,2024-07-13,Dashen Bank,Google Play,105,17,Average,Neutral,2024,7
